id,name,SCSB,SK_LINEAR,SK_RANDOMFOREST,SK_DECISIONTREE,XGBOOST
5432,0,44,44.51,44.24,43.0,43.53
5433,0,57,57.43,56.55,57.0,57.0
5434,0,88,87.49,91.29,88.0,88.0
5435,0,92,91.93,90.14,92.0,92.0
5436,0,105,104.07,104.54,105.0,105.0
5437,0,122,122.17,114.16,122.0,122.0
5439,0,115,115.15,115.23,115.0,115.0
5448,0,23,23.08,23.17,23.0,23.0
5449,0,43,43.39,43.06,43.0,43.0
5450,0,59,58.91,58.45,63.0,58.75
5451,Mouat Creek,27,26.6,26.72,27.0,27.0
5452,Rumbottle Creek,19,19.32,20.45,19.0,19.0
5453,0,38,37.47,39.4,38.0,38.0
5454,0,26,26.15,26.81,27.0,26.75
5455,0,30,29.13,32.47,30.0,30.0
5456,0,36,36.18,40.45,39.0,40.97
8085,Fraser River,21,20.6,21.14,21.0,21.0
8086,Cohilukthan Slough,21,21.57,21.2,21.0,21.0
8087,0,20,20.33,20.42,20.0,20.0
8088,Brunette River,34,33.71,32.73,34.0,34.0
8089,Still Creek,31,31.69,31.07,31.0,31.01
8091,Or Creek,113,113.35,113.99,113.0,113.0
8092,Blakeny Creek,112,111.73,112.31,112.0,112.0
8093,Coquitlam River,121,121.04,119.64,121.0,121.0
8094,Coquitlam River,130,130.28,127.18,130.0,130.0
8096,Katzie Slough,32,33.09,32.72,32.0,32.0
8097,Alouette River,85,84.9,84.05,85.0,85.0
8098,North Alouette Rive,92,92.02,90.23,92.0,92.0
8099,Blaney Creek,61,60.64,63.74,61.0,61.0
8100,Gold Creek,111,111.73,109.57,111.0,111.0
8101,Moyer Creek,111,111.22,112.52,111.0,111.0
8102,Alouette River,98,97.73,96.76,98.0,98.0
8104,Widgeon Creek,117,116.55,116.66,117.0,117.0
8105,Raven Creek,114,113.71,113.8,114.0,114.0
8106,Osprey Creek,122,121.64,119.83,122.0,122.0
8107,Gurney Creek,113,113.52,113.6,113.0,113.0
8108,DeBeck Creek,123,122.61,123.59,123.0,123.0
8109,Vickers Creek,112,112.06,111.79,112.0,112.0
8110,Corbold Creek,103,103.22,104.01,103.0,103.0
8112,Boise Creek,109,108.78,111.51,109.0,109.0
8113,Bull Creek,112,111.96,114.3,112.0,112.0
8124,Pitt River,66,67.0,66.24,66.0,66.0
8132,Kanaka Creek,52,51.81,50.69,52.0,52.0
8133,Salmon River,28,27.76,28.81,28.0,28.0
8134,Nathan Creek,30,29.47,30.56,30.0,30.0
8135,Whonnock Creek,51,50.7,49.87,51.0,51.0
8137,Cascade Creek,88,88.05,87.84,88.0,88.01
8138,Lost Creek,89,89.08,91.68,89.0,89.0
8139,Salsbury Creek,88,88.49,87.72,88.0,88.0
8140,Tingle Creek,124,124.53,120.51,124.0,124.0
8141,Roaring Creek,104,103.52,104.22,104.0,103.99
8142,Winslow Creek,111,110.63,110.9,111.0,111.0
8149,Stave River,105,104.7,104.7,105.0,105.0
8157,Silverdale Creek,46,46.5,48.24,52.0,49.44
8158,McLennan Creek,30,29.19,30.04,27.0,29.53
8159,Matsqui Slough,35,34.45,33.48,34.0,34.47
8160,Clayburn Creek,35,34.71,34.15,35.0,34.99
8161,Lower Hatzic Slough,74,73.38,75.92,74.0,74.01
8162,Lagace Creek,71,70.63,67.72,71.0,70.99
8163,0,15,14.77,15.91,15.0,15.0
8164,0,18,18.08,18.56,18.0,18.0
8165,0,14,13.62,15.33,14.0,14.0
8166,Fraser River,29,28.41,28.56,29.0,28.99
8167,Fraser River,30,29.75,29.92,30.0,30.0
8169,Fraser River,30,29.32,30.5,30.0,30.0
8170,Fraser River,34,33.23,33.52,34.0,34.0
8172,0,24,24.3,24.94,24.0,24.0
8173,0,18,18.11,17.87,18.0,18.0
8174,Campbell River,24,23.72,24.41,24.0,24.01
8175,Nicomekl River,26,26.44,25.95,26.0,26.0
8176,Anderson Creek,25,24.69,25.25,25.0,24.99
8177,Murray Creek,27,27.16,27.26,27.0,27.0
8178,Nicomekl River,27,27.31,26.19,27.0,27.0
8179,Serpentine River,26,26.68,25.95,26.0,26.0
8180,Mahood Creek,28,28.48,28.0,28.0,28.0
8181,Serpentine River,29,28.71,28.72,29.0,29.0
8182,0,21,21.57,21.2,21.0,21.0
8184,0,27,27.11,27.81,27.0,27.0
8185,0,27,27.62,27.67,27.0,27.0
15053,Buntzen Creek,103,102.6,101.3,108.0,102.88
15054,Indian River,115,114.57,116.52,115.0,115.0
15055,Hixon Creek,129,129.1,126.43,129.0,129.0
15056,Meslilloet Creek,118,117.98,119.18,118.0,118.0
15057,Indian River,106,105.74,105.71,106.0,106.0
15058,Seymour River,108,107.79,107.68,108.0,108.0
15059,Seymour River,107,106.73,111.41,114.0,114.13
15060,Lynn Creek,80,79.85,79.13,80.0,79.97
15061,Capilano River,93,92.16,92.97,93.0,93.0
15062,Sisters Creek,88,88.01,89.11,88.0,88.02
15063,Eastcap Creek,103,103.09,105.38,103.0,103.0
15064,Capilano River,99,99.06,99.03,99.0,98.99
15065,Furry Creek,102,102.55,103.23,102.0,102.0
15066,Britannia Creek,102,102.7,102.95,102.0,102.01
15154,Mill Creek,116,117.16,116.05,116.0,116.01
15155,Woodfibre Creek,99,99.05,108.14,112.0,103.54
15156,Potlatch Creek,109,108.35,108.29,109.0,108.99
15157,McNab Creek,100,100.45,99.35,100.0,100.0
15158,0,27,27.44,27.23,27.0,27.0
15159,0,117,116.63,116.03,117.0,117.01
15160,0,110,109.98,111.92,110.0,110.0
15161,0,79,79.86,78.66,79.0,79.02
15162,0,73,73.71,77.3,69.0,80.26
15163,0,95,94.39,93.49,95.0,95.0
15165,0,100,100.45,99.35,100.0,100.0
16550,0,55,55.48,54.01,55.0,55.0
16551,Olsen Creek,69,69.47,68.77,69.0,69.0
16552,Eldred River,93,93.4,92.74,93.0,93.0
16553,0,101,100.53,100.08,101.0,101.0
16556,Eldred River,101,101.56,99.75,101.0,101.0
16559,Beartooth Creek,88,88.07,90.02,88.0,89.13
16560,McMillan Creek,98,98.18,98.32,98.0,98.0
16566,Powell River,46,45.61,46.6,46.0,46.0
16567,Powell River,52,52.63,52.34,52.0,52.0
16574,Sliammon Creek,35,34.89,36.6,35.0,35.0
16575,Theodosia River,70,70.22,69.63,70.0,70.0
16576,0,45,44.51,44.89,45.0,45.0
16577,Theodosia River,94,92.96,93.57,94.0,94.0
16578,0,51,51.12,51.84,51.0,51.01
16579,Forbes Creek,100,100.19,98.54,100.0,100.0
16580,Homfray Creek,112,111.39,111.68,112.0,112.0
16627,Quatam River,109,109.52,109.13,109.0,109.0
16629,Quatam River,114,112.92,113.07,114.0,113.99
16651,Moh Creek,110,109.9,109.89,110.0,110.0
16665,0,27,27.59,26.57,27.0,27.0
16666,0,39,39.43,40.16,39.0,39.01
16667,0,55,54.86,56.05,66.0,59.52
16668,0,70,70.23,69.61,70.0,70.0
16669,0,100,98.85,98.31,100.0,100.01
16670,0,86,86.61,85.47,86.0,86.0
16675,0,104,104.42,105.21,104.0,104.0
16676,0,108,108.03,108.17,108.0,108.0
16677,0,101,100.65,99.9,101.0,101.0
16685,Ellis Creek,58,57.43,57.61,58.0,58.0
16686,0,58,57.43,57.61,58.0,58.0
16687,0,42,41.09,41.57,42.0,42.0
16688,0,67,66.78,63.64,67.0,67.0
