iter	Passed	Remaining
269	593	1605
270	595	1601
271	596	1597
272	598	1594
273	600	1591
274	602	1587
275	603	1583
276	604	1579
277	606	1575
278	608	1572
279	610	1568
280	611	1564
281	613	1561
282	614	1557
283	616	1553
284	617	1549
285	619	1545
286	621	1543
287	623	1542
288	626	1541
289	629	1541
290	631	1537
291	633	1534
292	635	1532
293	636	1529
294	638	1525
295	640	1523
296	642	1520
297	643	1516
298	645	1513
299	647	1510
300	648	1507
301	650	1503
302	651	1499
303	653	1495
304	655	1493
305	656	1489
306	658	1485
307	659	1482
308	661	1479
309	664	1478
310	667	1478
311	670	1478
312	672	1476
313	673	1472
314	675	1469
315	677	1465
316	678	1462
317	680	1458
318	682	1456
319	683	1452
320	685	1449
321	687	1447
322	689	1444
323	690	1441
324	692	1439
325	694	1435
326	696	1432
327	697	1428
328	698	1425
329	700	1422
330	702	1418
331	704	1417
332	707	1416
333	710	1416
334	712	1414
335	713	1410
336	715	1407
337	716	1403
338	718	1401
339	720	1398
340	721	1395
341	723	1391
342	725	1388
343	726	1385
344	728	1382
345	729	1379
346	731	1376
347	732	1373
348	734	1370
349	736	1367
350	737	1364
351	739	1361
352	740	1357
353	742	1354
354	745	1353
355	747	1351
356	749	1350
357	752	1349
358	753	1346
359	755	1343
360	757	1340
361	758	1337
362	760	1334
363	761	1330
364	763	1328
365	764	1324
366	767	1322
367	768	1319
368	770	1317
369	771	1314
370	773	1311
371	775	1308
372	776	1305
373	778	1302
374	780	1300
375	784	1302
376	789	1304
377	792	1304
378	794	1302
379	796	1298
380	798	1297
381	799	1294
382	801	1291
383	803	1288
384	805	1285
385	806	1283
386	808	1280
387	810	1277
388	811	1274
389	813	1272
390	814	1269
391	816	1266
392	818	1263
393	819	1260
394	821	1257
395	822	1255
396	824	1252
397	826	1249
398	828	1247
399	832	1248
400	835	1247
401	836	1244
402	838	1241
403	839	1238
404	841	1235
405	843	1234
406	845	1231
407	847	1229
408	848	1226
409	850	1223
410	851	1220
411	853	1218
412	854	1215
413	856	1212
414	858	1209
415	859	1206
416	861	1204
417	862	1201
418	864	1198
419	865	1195
420	867	1192
421	869	1190
422	873	1190
423	876	1191
424	879	1189
425	882	1189
426	885	1187
427	887	1186
428	890	1184
429	892	1183
430	894	1181
431	897	1179
432	899	1178
433	902	1176
434	903	1173
435	905	1170
436	906	1167
437	907	1165
438	909	1162
439	911	1160
440	914	1159
441	918	1159
442	919	1156
443	921	1153
444	922	1150
445	924	1148
446	926	1145
447	927	1142
448	929	1140
449	930	1137
450	932	1134
451	933	1132
452	935	1129
453	936	1126
454	938	1123
455	939	1121
456	941	1118
457	942	1115
458	944	1113
459	945	1110
460	947	1107
461	948	1104
462	950	1102
463	952	1100
464	955	1099
465	958	1098
466	960	1096
467	961	1093
468	963	1090
469	965	1088
470	966	1085
471	968	1083
472	969	1080
473	972	1078
474	973	1076
475	976	1074
476	977	1072
477	979	1069
478	980	1066
479	982	1064
480	984	1061
481	985	1059
482	987	1057
483	988	1054
484	990	1051
485	991	1049
486	994	1047
487	997	1046
488	1001	1046
489	1003	1044
490	1004	1041
491	1006	1039
492	1007	1036
493	1009	1033
494	1010	1031
495	1012	1029
496	1014	1026
497	1015	1024
498	1017	1021
499	1019	1019
500	1021	1017
501	1023	1015
502	1025	1013
503	1027	1011
504	1029	1008
505	1030	1006
506	1032	1003
507	1034	1002
508	1036	1000
509	1039	998
510	1042	997
511	1043	994
512	1045	992
513	1047	989
514	1048	987
515	1050	985
516	1052	982
517	1053	980
518	1055	977
519	1056	975
520	1058	972
521	1059	970
522	1061	967
523	1062	965
524	1064	963
525	1066	960
526	1067	958
527	1069	956
528	1071	954
529	1073	951
530	1074	949
531	1076	947
532	1079	946
533	1083	945
534	1084	942
535	1086	940
536	1088	938
537	1089	935
538	1091	933
539	1092	931
540	1094	928
541	1096	926
542	1098	924
543	1099	921
544	1101	919
545	1102	916
546	1103	914
547	1105	911
548	1107	909
549	1109	907
550	1110	905
551	1112	903
552	1114	901
553	1117	899
554	1120	898
555	1122	896
556	1125	894
557	1126	892
558	1128	889
559	1130	887
560	1131	885
561	1133	883
562	1134	880
563	1136	878
564	1138	876
565	1139	873
566	1141	871
567	1142	869
568	1144	866
569	1146	864
570	1147	862
571	1149	859
572	1150	857
573	1152	855
574	1153	852
575	1155	850
576	1157	848
577	1160	846
578	1163	845
579	1166	844
580	1168	842
581	1170	840
582	1173	839
583	1175	837
584	1177	835
585	1180	833
586	1182	832
587	1184	830
588	1187	828
589	1189	826
590	1191	824
591	1193	822
592	1195	820
593	1198	819
594	1202	818
595	1205	816
596	1207	815
597	1209	813
598	1212	811
599	1214	809
600	1216	807
601	1218	805
602	1221	804
603	1223	802
604	1225	800
605	1228	798
606	1230	796
607	1232	794
608	1234	792
609	1237	790
610	1240	789
611	1242	787
612	1247	787
613	1249	785
614	1251	783
615	1254	781
616	1256	780
617	1259	778
618	1261	776
619	1264	774
620	1266	773
621	1269	771
622	1271	769
623	1273	767
624	1276	765
625	1279	764
626	1282	762
627	1284	761
628	1287	759
629	1289	757
630	1290	754
631	1292	752
632	1293	750
633	1295	747
634	1297	745
635	1298	743
636	1300	740
637	1302	739
638	1304	736
639	1305	734
640	1307	732
641	1308	729
642	1310	727
643	1311	725
644	1313	722
645	1314	720
646	1316	718
647	1317	715
648	1319	713
649	1321	711
650	1324	709
651	1326	708
652	1329	706
653	1331	704
654	1332	701
655	1334	699
656	1335	697
657	1337	695
658	1339	692
659	1340	690
660	1342	688
661	1343	686
662	1345	683
663	1346	681
664	1348	679
665	1349	676
666	1351	674
667	1353	672
668	1355	670
669	1356	668
670	1358	665
671	1359	663
672	1361	661
673	1363	659
674	1366	658
675	1369	656
676	1371	654
677	1372	652
678	1374	649
679	1376	647
680	1377	645
681	1379	643
682	1381	641
683	1383	639
684	1384	636
685	1386	634
686	1387	632
687	1389	630
688	1391	627
689	1392	625
690	1394	623
691	1396	621
692	1397	619
693	1399	617
694	1401	615
695	1403	613
696	1406	611
697	1409	609
698	1411	607
699	1412	605
700	1414	603
701	1416	601
702	1417	598
703	1419	596
704	1420	594
705	1422	592
706	1423	590
707	1425	587
708	1426	585
709	1428	583
710	1430	581
711	1431	579
712	1433	576
713	1434	574
714	1436	572
715	1438	570
716	1439	568
717	1441	566
718	1443	564
719	1446	562
720	1449	560
721	1452	559
722	1453	556
723	1455	554
724	1456	552
725	1458	550
726	1460	548
727	1461	546
728	1463	544
729	1465	541
730	1467	539
731	1468	537
732	1470	535
733	1471	533
734	1472	531
735	1474	528
736	1475	526
737	1477	524
738	1478	522
739	1480	520
740	1481	517
741	1483	515
742	1485	513
743	1489	512
744	1492	510
745	1496	509
746	1498	507
747	1500	505
748	1502	503
749	1505	501
750	1507	499
751	1508	497
752	1510	495
753	1512	493
754	1513	491
755	1515	489
756	1516	486
757	1518	484
758	1519	482
759	1521	480
760	1523	478
761	1525	476
762	1527	474
763	1530	472
764	1533	471
765	1535	469
766	1536	466
767	1538	464
768	1540	462
769	1542	460
770	1544	458
771	1545	456
772	1547	454
773	1549	452
774	1551	450
775	1553	448
776	1554	446
777	1557	444
778	1558	442
779	1560	440
780	1561	437
781	1563	435
782	1564	433
783	1566	431
784	1569	429
785	1572	428
786	1575	426
787	1577	424
788	1578	422
789	1580	420
790	1581	417
791	1583	415
792	1585	413
793	1587	411
794	1589	409
795	1590	407
796	1592	405
797	1593	403
798	1595	401
799	1596	399
800	1598	397
801	1599	394
802	1600	392
803	1602	390
804	1604	388
805	1606	386
806	1607	384
807	1610	382
808	1612	380
809	1616	379
810	1617	377
811	1619	374
812	1620	372
813	1622	370
814	1623	368
815	1625	366
816	1627	364
817	1629	362
818	1630	360
819	1632	358
820	1634	356
821	1636	354
822	1638	352
823	1639	350
824	1641	348
825	1642	346
826	1644	344
827	1646	341
828	1648	339
829	1650	338
830	1653	336
831	1656	334
832	1658	332
833	1659	330
834	1661	328
835	1663	326
836	1664	324
837	1666	322
838	1668	320
839	1669	318
840	1671	316
841	1673	313
842	1675	311
843	1676	309
844	1678	307
845	1680	305
846	1681	303
847	1683	301
848	1685	299
849	1686	297
850	1688	295
851	1690	293
852	1692	291
853	1696	290
854	1699	288
855	1700	286
856	1702	284
857	1703	281
858	1705	279
859	1706	277
860	1708	275
861	1709	273
862	1711	271
863	1713	269
864	1714	267
865	1716	265
866	1717	263
867	1719	261
868	1720	259
869	1722	257
870	1723	255
871	1725	253
872	1726	251
873	1728	249
874	1730	247
875	1733	245
876	1736	243
877	1739	241
878	1740	239
879	1742	237
880	1744	235
881	1745	233
882	1747	231
883	1748	229
884	1750	227
885	1752	225
886	1753	223
887	1755	221
888	1757	219
889	1758	217
890	1760	215
891	1761	213
892	1763	211
893	1764	209
894	1765	207
895	1767	205
896	1769	203
897	1770	201
898	1772	199
899	1776	197
900	1780	195
901	1782	193
902	1783	191
903	1785	189
904	1787	187
905	1788	185
906	1790	183
907	1792	181
908	1794	179
909	1795	177
910	1797	175
911	1798	173
912	1800	171
913	1801	169
914	1803	167
915	1805	165
916	1807	163
917	1808	161
918	1810	159
919	1811	157
920	1814	155
921	1818	153
922	1821	151
923	1823	149
924	1824	147
925	1826	145
926	1827	143
927	1829	141
928	1830	139
929	1832	137
930	1833	135
931	1835	133
932	1837	131
933	1839	129
934	1841	128
935	1842	125
936	1844	124
937	1846	122
938	1847	120
939	1849	118
940	1850	116
941	1852	114
942	1855	112
943	1859	110
944	1863	108
945	1865	106
946	1867	104
947	1870	102
948	1873	100
949	1875	98
950	1877	96
951	1879	94
952	1880	92
953	1882	90
954	1883	88
955	1885	86
956	1886	84
957	1888	82
958	1889	80
959	1891	78
960	1893	76
961	1894	74
962	1896	72
963	1899	70
964	1902	69
965	1904	67
966	1906	65
967	1907	63
968	1909	61
969	1910	59
970	1911	57
971	1913	55
972	1914	53
973	1917	51
974	1919	49
975	1920	47
976	1922	45
977	1924	43
978	1925	41
979	1927	39
980	1929	37
981	1933	35
982	1936	33
983	1940	31
984	1945	29
985	1948	27
986	1951	25
987	1954	23
988	1957	21
989	1959	19
990	1961	17
991	1962	15
992	1964	13
993	1968	11
994	1971	9
995	1975	7
996	1980	5
997	1985	3
998	1988	1
999	1992	0
