STATION_NUMBER,YEAR,MEAN,MIN,MAX,MIN_MONTH,MAX_MONTH,LATITUDE,LONGITUDE,DRAINAGE_AREA_GROSS,YEARS_OF_DATA
08HA072,2018,0.7404615340324548,0.0130000002682209,6.6599998474121085,9.0,1.0,48.93352127075195,-124.249267578125,13.0,26
08HB001,1974,7.304090911691839,1.7799999713897705,23.399999618530284,7.0,9.0,49.39416885375977,-124.61499786376952,148.0,22
08HB002,2019,11.66489797222371,1.2300000190734863,289.0,10.0,1.0,49.31610870361328,-124.28527069091795,319.0,49
08HB004,2001,8.616249990463256,0.7699999809265137,49.4000015258789,7.0,11.0,49.29082870483398,-124.58332824707031,135.0,40
08HB005,1963,40.50370329397696,2.890000104904175,532.0,10.0,2.0,49.07221984863281,-123.9236068725586,645.0,27
08HB006,2019,38.4842811524868,12.899999618530273,253.0,8.0,12.0,49.68803024291992,-125.03418731689452,583.0,64
08HB007,1952,30.63589736742851,9.0600004196167,118.0,1.0,12.0,49.66389083862305,-125.0930633544922,453.0,39
08HB008,2017,37.49484937678101,0.9729999899864196,247.0,10.0,11.0,49.28971862792969,-124.9102783203125,351.0,93
08HB009,1999,59.26739095604938,24.20000076293945,255.0,12.0,11.0,49.33924865722656,-124.97747039794922,456.0,46
08HB010,1978,75.48039208206475,27.20000076293945,223.0,8.0,8.0,49.334999084472656,-124.92082977294922,899.0,51
08HB011,2019,9.29807939699718,0.15700000524520874,214.0,7.0,1.0,49.70586013793945,-125.01146697998048,251.0,63
08HB014,2018,18.006450710162312,0.3109999895095825,317.0,9.0,1.0,48.89250183105469,-124.9694366455078,162.0,71
08HB015,1995,1.6277656238526106,1.1019999980926514,4.2880001068115225,9.0,11.0,49.28472137451172,-124.91667175292969,,64
08HB017,2002,119.94618612112001,14.5,821.0,11.0,1.0,49.2852783203125,-124.86666870117188,1280.0,43
08HB022,2018,1.0070000007504323,0.10999999940395357,14.100000381469727,9.0,11.0,49.41852951049805,-124.6523895263672,15.0,61
08HB023,2019,14.577952465367696,3.8199999332427983,202.0,8.0,11.0,49.36991882324219,-124.9841079711914,387.0,63
08HB024,2008,7.8731914631863855,0.4970000088214874,69.80000305175781,9.0,11.0,49.51750183105469,-124.84166717529295,113.0,47
08HB025,2019,5.511780482966725,0.07800000160932541,31.399999618530284,9.0,1.0,49.69282913208008,-125.06925201416016,87.9000015258789,41
08HB029,2017,10.988343685865402,1.1299999952316284,121.0,9.0,2.0,49.35459899902344,-124.4833984375,237.0,32
08HB032,2019,2.369684206812005,0.006000000052154064,31.899999618530284,8.0,1.0,49.1773910522461,-123.96903228759766,86.19999694824219,38
08HB034,2019,35.85145019491514,3.309999942779541,568.0,9.0,1.0,49.06861114501953,-123.8869400024414,676.0,60
08HB041,2018,4.283326944479575,0.5,65.19999694824219,7.0,1.0,49.02497100830078,-124.1868133544922,62.20000076293945,52
08HB048,1985,1.0918987310385402,0.0,6.050000190734862,1.0,2.0,48.91556167602539,-124.9977798461914,10.300000190734863,79
08HB074,2019,15.368244446648491,2.0999999046325684,113.0,9.0,11.0,49.57878112792969,-125.21402740478516,213.0,45
08HB075,2019,1.8981578773573826,0.0,42.5,9.0,1.0,49.73657989501953,-125.0857162475586,41.099998474121094,38
08HB084,2019,42.387500047683716,5.46999979019165,170.0,7.0,1.0,49.66833114624024,-125.08721923828124,479.0,32
08HB086,2019,5.910931065164763,0.0,126.0,8.0,11.0,49.250831604003906,-125.58332824707031,38.599998474121094,29
08HB092,2019,9.933666683378673,0.32499998807907104,225.0,8.0,1.0,49.06016159057617,-124.12628936767578,211.0,21
08HC001,2019,75.35173834287204,3.0699999332427983,921.0,9.0,12.0,49.702308654785156,-126.11141204833984,992.0,65
08HC002,2013,17.289285600185394,1.820000052452088,86.5,9.0,9.0,49.70843124389648,-126.0986099243164,187.0,42
08HC005,2018,5.32300000499796,0.367000013589859,73.80000305175781,9.0,11.0,49.81550979614258,-125.98834228515624,60.0,27
08HC006,2019,1.3550322517271964,0.003000000026077032,11.100000381469727,9.0,11.0,49.84106826782226,-125.90670776367188,,31
08HD001,1948,85.97297297297297,30.0,354.0,12.0,5.0,50.002220153808594,-125.3888931274414,1400.0,37
08HD003,2019,84.92513451209435,29.70000076293945,307.0,8.0,1.0,50.03805923461914,-125.2947235107422,1470.0,52
08HD005,2019,7.815542866502489,2.059999942779541,77.5,8.0,1.0,50.02920913696289,-125.3000030517578,278.0,70
08HD006,2019,59.736227266716234,2.359999895095825,536.0,9.0,11.0,50.31246948242188,-125.90750122070312,1210.0,66
08HD007,2019,12.820999942479595,0.5490000247955322,162.0,9.0,12.0,50.19728088378906,-125.74481201171876,439.0,62
08HD011,2019,11.609431311195971,0.5239999890327454,129.0,10.0,11.0,49.89458084106445,-125.24175262451172,302.0,51
08HD015,2017,11.811674961447716,0.5149999856948853,169.0,9.0,11.0,50.09041976928711,-125.67822265625,268.0,40
08HD018,2019,9.042451581647319,0.9110000133514404,90.5999984741211,9.0,11.0,49.85723114013672,-125.81268310546876,132.0,31
08HD021,2019,1.7262777735789616,0.9070000052452089,23.5,12.0,12.0,49.92984008789063,-125.5096435546875,84.19999694824219,36
08HD026,2019,0.9824838768089971,0.001000000047497451,7.539999961853027,7.0,12.0,49.94147109985352,-125.52530670166016,,31
08HD027,2018,5.423400028546651,0.9919999837875366,52.5,8.0,12.0,49.92972183227539,-125.33778381347656,215.0,30
08HE002,1952,14.936190423511324,5.380000114440918,208.0,8.0,12.0,50.43027877807617,-127.40389251708984,122.0,21
08HE006,2018,23.095966086549275,2.450000047683716,230.0,9.0,12.0,50.012489318847656,-126.84339904785156,178.0,59
08HE008,2018,1.3646296306892678,0.008999999612569809,14.100000381469727,8.0,12.0,50.13568878173828,-126.82006072998048,14.600000381469727,27
08HE009,2019,5.935200007756551,0.1550000011920929,58.20000076293945,7.0,1.0,50.29013061523438,-127.6978988647461,33.299999237060554,30
08HF004,2017,20.610227210955188,1.0399999618530271,250.0,9.0,11.0,50.44036102294922,-126.57850646972656,365.0,44
08HF005,2018,50.60893973798463,2.1199998855590816,494.0,9.0,12.0,50.21482849121094,-126.61080932617188,783.0,33
08HF006,2019,6.448970563271466,0.3869999945163727,64.40000152587889,7.0,12.0,50.66933059692383,-128.16839599609378,64.40000152587889,34
08HF012,2019,2.514478248098622,0.016000000759959217,39.0,8.0,1.0,50.73450088500977,-127.88224792480469,22.299999237060547,23
08JA013,2019,92.90396816768343,14.5,452.0,8.0,7.0,53.77082824707031,-125.9705581665039,,63
08JA014,2005,0.9058709673343166,0.20100000500679016,8.380000114440918,2.0,4.0,53.2633285522461,-125.40833282470705,150.0,31
08JA015,2019,4.540019245101855,0.3930000066757202,29.5,3.0,6.0,53.65208053588867,-127.5377197265625,86.5,52
08JA017,2017,65.81419975161552,26.79999923706055,515.0,10.0,6.0,53.68550109863281,-124.83927917480469,15500.0,40
08JA018,2012,3.418444448047214,2.838000059127808,6.039000034332275,12.0,8.0,53.70756149291992,-125.6117172241211,,27
08JB002,2018,19.56313697605917,7.760000228881836,87.4000015258789,10.0,6.0,54.0078010559082,-125.00891876220705,3600.0,73
08JB003,2018,29.120414350714004,2.369999885559082,221.0,12.0,5.0,54.0850715637207,-124.6008529663086,6030.0,70
08JB007,2019,0.7259166654613283,0.4909999966621399,1.9040000438690183,3.0,5.0,53.90415954589844,-126.97083282470705,,36
08JB008,2019,5.482255321867923,0.8429999947547913,58.599998474121094,12.0,5.0,53.90250015258789,-126.95471954345705,369.0,47
08JC001,2018,126.10357982870461,42.0,346.0,3.0,6.0,54.02672958374024,-124.00865173339844,25200.0,69
08JC002,2018,255.81072973238454,84.5,542.0,2.0,7.0,53.96044158935547,-123.23486328125,42700.0,74
08JD006,2019,7.309581435003946,0.4560000002384186,62.4000015258789,12.0,5.0,55.97613906860352,-126.67767333984376,403.0,43
08JE001,2019,117.04959300368331,34.0,368.0,12.0,6.0,54.4168586730957,-124.27062225341795,14200.0,86
08JE004,2019,2.5999777661429513,0.27900001406669617,18.299999237060547,8.0,5.0,54.61080932617188,-124.2477569580078,431.0,45
08KA001,2013,13.458619961738586,1.2699999809265137,97.0,3.0,7.0,53.30924987792969,-120.2490005493164,409.0,50
08KA004,1980,803.7930779209385,20.39999961853028,58800.0,12.0,4.0,54.07867050170898,-121.85035705566406,18000.0,77
08KA005,2018,181.8806212165139,31.60000038146973,851.0,2.0,5.0,53.301719665527344,-120.14092254638672,6890.0,66
08KA007,2019,40.4818195535077,7.110000133514403,269.0,3.0,5.0,52.98627853393555,-119.00666809082031,1710.0,72
08KA008,1995,14.326315779435006,0.8999999761581421,51.9000015258789,2.0,5.0,52.91999816894531,-118.8000030517578,458.0,38
08KA009,2019,7.911300024986267,0.5929999947547913,56.099998474121094,3.0,6.0,53.44406127929688,-120.22013854980469,253.0,50
08KA013,2019,32.8608078956604,3.859999895095825,347.0,3.0,6.0,53.68167114257813,-120.59139251708984,1260.0,26
08KB001,2017,811.5671641791045,125.0,3590.0,3.0,5.0,54.00366973876953,-122.62474822998048,32400.0,67
08KB003,2018,194.47577777741446,26.899999618530284,1700.0,2.0,10.0,54.23117065429688,-121.6687469482422,4780.0,63
08KB006,2018,4.540977266701785,0.21299999952316284,27.5,2.0,5.0,54.29677963256836,-120.9774169921875,103.0,44
08KC001,2018,29.06078420900831,4.329999923706056,383.0,1.0,4.0,54.09642028808594,-122.67986297607422,4230.0,51
08KC003,1998,2.0623809610094344,0.2770000100135803,20.89999961853028,8.0,4.0,54.60528182983398,-123.23722076416016,303.0,21
08KD001,1995,9.183750063180923,1.9800000190734863,21.299999237060547,3.0,6.0,53.2611083984375,-121.41388702392578,458.0,32
08KD003,1975,47.23636384443803,5.380000114440918,229.0,2.0,5.0,54.06861114501953,-122.4638900756836,3110.0,22
08KD006,2008,37.05333321889241,6.920000076293945,536.0,2.0,5.0,54.04555892944336,-122.37306213378906,2860.0,30
08KD007,2018,59.812688732147215,18.600000381469727,290.0,12.0,4.0,54.01694107055664,-122.10285949707031,3330.0,45
08KE009,1998,24.379411837633917,2.220000028610229,166.0,9.0,4.0,53.15528106689453,-122.47611236572266,1910.0,34
08KE016,2019,4.99901691735801,0.3109999895095825,90.6999969482422,8.0,4.0,52.9738883972168,-122.50943756103516,1550.0,59
08KE018,1984,28.98115906932137,258.0,3200.0,12.0,7.0,53.900779724121094,-122.73493957519531,79900.0,44
08KE024,2018,2.7135000255974857,0.2430000007152557,37.29999923706055,9.0,5.0,52.91490173339844,-121.76747131347656,127.0,44
08KF001,1995,4.9039285864148825,0.7580000162124634,33.0,1.0,5.0,52.92916870117188,-123.5472183227539,3240.0,28
08KG001,2017,32.40627638329851,12.100000381469727,187.0,1.0,7.0,53.306419372558594,-122.89180755615234,12400.0,47
08KG003,1995,2.3638095288049605,0.39800000190734863,9.06999969482422,1.0,5.0,52.98611068725586,-123.8027801513672,992.0,21
08KH001,2019,120.92876909656839,29.10000038146973,360.0,3.0,6.0,52.61582946777344,-121.57232666015624,5970.0,91
08KH003,1994,93.40363644686612,18.0,348.0,2.0,7.0,52.66667175292969,-121.67082977294922,3260.0,55
08KH006,2019,221.11520000100137,81.19999694824219,660.0,12.0,6.0,52.84305953979492,-122.22528076171876,11500.0,80
08KH010,2019,18.01374993274609,3.190000057220459,148.0,1.0,5.0,52.29138946533203,-121.0669403076172,790.0,60
08KH011,2019,0.8319999981433788,0.1379999965429306,2.4300000667572017,3.0,6.0,52.5747184753418,-121.540283203125,,47
08KH019,2019,3.153694924661669,0.4149999916553497,31.70000076293945,8.0,5.0,52.31571960449219,-121.40843963623048,548.0,59
08KH020,2019,4.720237297526861,1.0599999427795408,23.899999618530284,1.0,4.0,52.28083038330078,-121.00135803222656,431.0,59
08LA001,2017,213.81018749773503,40.79999923706055,1270.0,2.0,6.0,51.65571975708008,-120.06604766845705,10300.0,80
08LA004,1983,43.314285687037874,9.649999618530273,181.0,2.0,6.0,51.97943878173828,-120.10360717773438,1380.0,28
08LA005,1995,2.1344230622053146,0.35499998927116394,6.760000228881836,1.0,5.0,51.70500183105469,-121.1758270263672,1330.0,26
08LA007,1994,134.83783783783784,19.299999237060547,507.0,2.0,7.0,52.13888931274414,-120.1916732788086,2950.0,37
08LA008,1984,33.73181845925071,5.889999866485597,176.0,12.0,6.0,51.93193817138672,-120.24138641357422,4710.0,22
08LA012,1994,1.7108749896287918,1.3559999465942385,2.4579999446868896,2.0,7.0,52.14305877685547,-120.1916732788086,,24
08LA013,1983,45.10434772657312,6.039999961853027,149.0,2.0,7.0,52.421669006347656,-120.32389068603516,904.0,23
08LA020,1996,1.6476666643506004,0.9300000071525574,8.270000457763674,12.0,5.0,51.60694122314453,-121.23056030273438,912.0,21
08LA027,2018,1.5268695548824642,0.23100000619888306,15.300000190734865,10.0,5.0,51.587608337402344,-120.9207534790039,,23
08LB012,2006,0.16803703705469766,0.0,0.8050000071525574,8.0,5.0,50.724998474121094,-120.03278350830078,55.70000076293945,27
08LB020,2019,14.69308827905094,2.1800000667572017,73.4000015258789,8.0,5.0,51.18801879882813,-120.12654113769531,1140.0,68
08LB022,1957,393.20512820512823,61.20000076293945,2740.0,2.0,5.0,51.18611145019531,-120.1513900756836,17700.0,39
